,index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig,lang,Backtranslation
3544,348,"Wir können die Zeit nicht beschleunigen, indem wir unsere Uhren vor ein zukünftiges Gesetz stellen, und selbst wenn es die genialste Lösung für soziale Probleme enthalten würde, gäbe es kein Land, in dem es verankert sein könnte, und kein allgemeines Verständnis, wo es sein könnte könnte gerootet werden. , sagt Endemann.",4,1,0,Metapher,"{'kein', 'wurzeln', 'wo', 'könnte', 'Volksverständnis', 'in', 'fußen', 'Land', 'es', 'dem'}","['ein Zukunftsgesetz', 'Land, Volksverständnis', 'Zukunftsgesetz', nan, 'ein Zukunftsgesetz']","['B', 'A', 'P', 'K', 'GoldStandard']"," »Wir können den Lauf der Zeit nicht dadurch beschleunigen, daß wir unsere Uhren vorstellen: ein Zukunftsgesetz, durch beschleunigen, daß wir unsere Uhren vorstellen: ein Zukunftsgesetz, und wenn es die genialste Lösung der sozialen Fragen enthielte, es fände kein Land, wo es fußen, und kein Volksverständnis, in dem es wurzeln könnte«, sagt Endemann1).",da,Metapher verloren
3546,350,"Überall gibt es starke Bemühungen, die traditionellen Sitten und Gebräuche im Lichte der nagenden Vernunft zu erhalten.",5,0,0,Metapher,"{'nagenden', 'nagende'}","['Vernunft', 'Vernunft', 'Vernunft', 'Vernunft', 'Vernunft']","['B', 'A', 'P', 'K', 'GoldStandard']"," Überall machen sich starke Bestrebungen geltend, die überkommenen Sitten und Gebräuche gegenüber der nagenden Vernunft aufrecht zu erhalten.",da,weitgehend unverändert
3549,353,"Wir können kaum anders, als an diese menschliche Natur zu glauben. . . durch Eliminierung und Selektion einer weiteren tiefgreifenden Veränderung unterzogen wird, so dass die Leistungsfähigkeit seiner Muskeln und noch mehr die Denkkraft seines Gehirns enorm gesteigert wird, so dass sogar besondere soziale Eigenschaften einschließlich einer angeborenen Neigung zur Akzeptanz entstehen Soziale Befehle, ohne das soziale Leben, was unmöglich ist, mögen in der physischen Organisation der höchsten Rassen angeboren sein, aber es besteht kein Zweifel, dass diese besondere Quelle des Fortschritts jetzt fast vollständig blockiert ist. Mit der Vorgeschichte dürfte diese Konsequenz nur vereinbar sein, wenn Balfour die Möglichkeit in Betracht zieht, dass diese Quelle in Zukunft nicht so verstopft sein wird wie heute.",4,0,0,Metapher,"{'verstopft;', 'Quelle', 'diese', 'ist', 'fast', 'ganz', 'verstopft'}","['des Fortschritts', 'Quelle des Fortschritts; diese Quelle', 'Quelle des Fortschritts', nan]","['B', 'K', 'A', 'GoldStandard']"," „Wir können uns kaum der Annahme entziehen, daß die menschliche Natur . . . durch Ausscheidung und Auslese einer weiteren tiefen Veränderung unterzogen wird, daß in der Fähigkeit seiner Muskeln und noch mehr in der Denkkraft seines Hirns eine ungeheure Hebung eintreten wird; ja daß sogar besondere soziale Eigenschaften mit Einschluß geheure Hebung eintreten wird; ja daß sogar besondere soziale Eigenschaften mit Einschluß einer angeborenen Neigung zur Aufnahme sozialer Gebote, ohne die soziales Leben nun einmal unmöglich ist, der physischen Organisation der höchsten Rassen eingeboren werden können - aber ohne Zweifel ist diese besondere Quelle des Fortschritts heute fast ganz verstopft.“ Dieser Nachsatz dürfte mit den Vordersätzen nur dann vereinbar sein, wenn Balfour die Möglichkeit im Auge hat, daß diese Quelle in der Zukunft nicht wie heute verstopft sein werde.",da,weitgehend unverändert
3552,356,"Der einfachste und schnellste Weg, den gordischen Knoten dieser Frage zu lösen, besteht darin, ihn mit dem Schwert des frommen Glaubens zu durchtrennen und ihn mit der Annahme einer übernatürlichen Schöpfung zu beantworten.",5,1,0,Metapher,"{'Knoten', 'gordische', 'der', 'Schwerte', 'durchschneidet', 'dem'}","[nan, 'dieser Frage', 'des ""frommen Glaubens""', nan, 'des ""frommen Glaubens""', '[\'dieser Frage\', \'des ""frommen Glaubens""\', \'\', \'des ""frommen Glaubens""\']']","['P', 'B', 'B', 'B', 'K', 'GoldStandard']","137	Am einfachsten und am schnellsten wird der gordische Knoten dieser Frage gelöst, wenn man ihn mit dem Schwerte des ""frommen Glaubens"" durchschneidet und durch die Annahme einer übernatürlichen Schöpfung beantwortet.",da,weitgehend unverändert
3558,362,"Indem ich meine Leser einlade, mit mir wieder in das weite Reich der monistischen Philosophie einzutreten, muss ich als ihr demütiger Führer meine wissenschaftliche Berechtigung durch die schmale Pforte zu ihr sozusagen beweisen, ihnen die Eintrittskarte zum Studium der Wahrheit zeigen .",4,1,0,Metapher,"{'engen', 'Eintrittskarte', 'an', 'der', 'Eingangspforte'}","[nan, 'das weite Gebiet der monistischen Philosophie', 'zur Wahrheitsforschung', 'das weite Gebiet der monistischen Philosophie', ""['das weite Gebiet der monistischen Philosophie', 'zur Wahrheitsforschung', 'das weite Gebiet der monistischen Philosophie']""]","['P', 'B', 'B', 'K', 'GoldStandard']","188	Indem ich meine Leser einlade, mit mir das weite Gebiet der monistischen Philosophie nochmals zu betreten, muß ich als ihr bescheidener Führer an der engen Eingangspforte zu derselben die wissenschaftliche Berechtigung dazu nachweisen, gewissermaßen die Eintrittskarte zur Wahrheitsforschung vorzeigen.",da,weitgehend unverändert
3564,368,"Durch das Weltsystem des Kopernikus wurde das ganze Weltbild des Menschen unendlich erweitert, durch die Reformation wurde es vom schweren Joch des Papismus befreit.",4,1,0,Metapher,"{'befreit', 'Papismus', 'des', 'schweren', 'von', 'Joche', 'dem'}","['von dem schweren Joche', nan, nan, 'die ganze Weltanschauung des Menschen', ""['von dem schweren Joche', '', 'die ganze Weltanschauung des Menschen']""]","['P', 'P', 'B', 'K', 'GoldStandard']",26	Durch das Weltsystem von Kopernikus wurde die ganze Weltanschauung des Menschen unendlich erweitert; durch die Reformation wurde sie von dem schweren Joche des Papismus befreit.,da,weitgehend unverändert
3566,370,Die erhabene Weltweisheit blieb Dienerin des Kirchenglaubens.,4,0,0,Metapher,"{'die', 'des', 'dienstbare', 'Magd', 'Kirchenglaubens', 'blieb'}","['Die erhabende Weltweisheit', 'Die erhabende Weltweisheit', 'des Kirchenglaubens', ""['Die erhabende Weltweisheit', 'Die erhabende Weltweisheit', 'des Kirchenglaubens']""]","['P', 'B', 'K', 'GoldStandard']",27	Die erhabende Weltweisheit blieb die dienstbare Magd des Kirchenglaubens.,da,weitgehend unverändert
3569,373,"Während das Licht der philosophischen Kritik in jeder Form abgelehnt wurde, gedieh der Blumengarten der Troposphäre und ließ das übernatürliche Wunder offensichtlich erscheinen.",6,0,0,Metapher,"{'der', 'philosophischen', 'Kritik', 'Glaubensdichtung', 'wucherte', 'üppig', 'Blumengarten'}","['das Licht', 'der Blumengarten', 'der Glaubensdichtung', 'der Blumengarten der Glaubensdichtung', 'der Glaubensdichtung', ""['der Glaubensdichtung', 'das Licht', 'der Blumengarten', 'der Blumengarten der Glaubensdichtung', 'der Glaubensdichtung']""]","['P', 'P', 'B', 'K', 'K', 'GoldStandard']","28	Während das Licht der philosophischen Kritik in jeder Form zurückgewiesen wurde, wucherte üppig der Blumengarten der Glaubensdichtung und ließ das übernatürliche Wunder als selbstverständlich erscheinen.",da,Wortlaut verändert
3571,375,"Es kann hilfreich sein, wenn tausende gedankenlose Handlanger in der beschreibenden Wissenschaft jeden Erklärungsversuch meiden, aber die wahren Wissenschaftsbauer können ihre toten Bausteine ​​nicht einfach zusammenbauen, sondern müssen ihre nachdenkliche Sammlung von Wissen zu den Ursachen durchdringen.",6,0,0,Metapher,"{'eigentlichen', 'die', 'Bausteine', 'Wissenschaft', 'toten', 'benügen', 'ihrer', 'mit', 'Baumeister', 'der', 'Sammeln', 'dem'}","['die eigentlichen Baumeister', 'der Wissenschaft', nan, 'der Wissenschaft', 'die eigentlichen Baumeister der Wissenschaft', ""['der Wissenschaft', '', 'die eigentlichen Baumeister', 'der Wissenschaft', 'die eigentlichen Baumeister der Wissenschaft']""]","['P', 'B', 'B', 'K', 'K', 'GoldStandard']","3	Es mag nützlich sein, wenn Tausende von gedankenlosen Handlangern der beschreibenden Naturwissenschaft jeden Versuch einer Erklärung vermeiden; aber die eigentlichen Baumeister der Wissenschaft können sich nicht mit dem Sammeln ihrer toten Bausteine benügen, sondern müssen durch deren denkende Zusammenfügung zur Erkenntnis der Ursachen vordringen.",da,Wortlaut verändert
3572,376,"Zugegeben, der durchdringende Wahrheitssinn vieler unvoreingenommener und ehrlicher Theologen hat oft Schrauben und Gelenke in den alten, ehrwürdigen Dogmen gelockert und die Tore für das durchdringende Licht der modernen Naturwissenschaft geöffnet.",7,1,0,Metapher,"{'geöffnet', 'die', 'gelockert', 'vielfach', 'Fugen', 'Schrauben', 'Pforten', 'der', 'modernen', 'Naturerkenntnis'}","['des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte', 'dem eindringenden Lichte', nan, 'des alten ehrwürdigen Dogmengebäudes', 'die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte der modernen Naturerkenntnis', ""['des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte', 'dem eindringenden Lichte', 'des alten ehrwürdigen Dogmengebäudes', 'die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte der modernen Naturerkenntnis']""]","['P', 'P', 'P', 'B', 'K', 'K', 'K', 'GoldStandard']",30	Allerdings hat auch hier der vordringende Wahrheitssinn vieler unbefangener und ehrlicher Theologen die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes vielfach gelockert und dem eindringenden Lichte der modernen Naturerkenntnis die Pforten geöffnet.,da,Wortlaut verändert
3573,377,"Die überwiegende Mehrheit der modernen Theologen hält immer noch am traditionellen dogmatischen Gebäude der Kirche fest, mit ihren Säulen und Fenstern, die überall mit Wundern geschmückt sind.",5,0,0,Metapher,"{'Säulen', 'überall', 'sind', 'Fenster', 'mit', 'verziert', 'dessen', 'Wundern'}","['dem traditionellen Dogmengebäude', 'dem traditionellen Dogmengebäude', 'dem traditionellen Dogmengebäude der Kirche', 'traditionellen Dogmengebäude der Kirche', ""['dem traditionellen Dogmengebäude der Kirche', 'dem traditionellen Dogmengebäude', 'dem traditionellen Dogmengebäude', 'traditionellen Dogmengebäude der Kirche']""]","['P', 'P', 'B', 'K', 'GoldStandard']","30	Die große Mehrzahl der modernen Theologen hält noch immer an dem traditionellen Dogmengebäude der Kirche fest, dessen Säulen und Fenster überall mit Wundern verziert sind.",da,weitgehend unverändert
3575,379,"Das gewaltige Gebäude der Naturerkenntnis droht mehr und mehr zum babylonischen Turm zu werden, in dessen verschlungenen Labyrinthgängen sich fast niemand zurechtfindet und fast niemand die Sprache vieler anderer Arbeiter versteht.",4,0,0,Metapher,"{'Labyrinthgängen', 'einem', 'Turm', 'dessen', 'verwickelten', 'werden', 'sich', 'in', 'kaum', 'zurechtfindet', 'babylonischen', 'jemand'}","['in dessen verwickelten Labyrinthgängen', 'Das ungeheure Gebäude der Naturerkenntnis', 'Das ungeheure Gebäude der Naturerkenntnis', ""['Das ungeheure Gebäude der Naturerkenntnis', 'in dessen verwickelten Labyrinthgängen', 'Das ungeheure Gebäude der Naturerkenntnis']""]","['P', 'B', 'K', 'GoldStandard']","32	Das ungeheure Gebäude der Naturerkenntnis droht mehr und mehr zu einem babylonischen Turm zu werden, in dessen verwickelten Labyrinthgängen sich kaum jemand zurechtfindet und fast niemand mehr die Sprache vieler anderen Arbeiter versteht.",da,weitgehend unverändert
3576,380,"Die wirklichen Verdienste der älteren Naturphilosophie wurden teils ignoriert, teils übersehen, weil ihr hoher Gedankenflug weit über den Horizont der empirischen Naturwissenschaft der Zeit hinausragte und sich teils in phantastischen und luftigen Spekulationen verlor.",5,1,0,Metapher,"{'Horizont', 'hoher', 'Spekulationen', 'verirrte', 'ihr', 'luftigen', 'sich', 'in', 'phantastischen', 'Gedankenflug'}","['Verdienste der älteren Naturphilosophie', nan, 'weit über den Horizont der damaligen empirischen Naturforschung', 'der damaligen empirischen Naturforschung', 'ihr hoher Gedankenflug', ""['Verdienste der älteren Naturphilosophie', 'weit über den Horizont der damaligen empirischen Naturforschung', 'der damaligen empirischen Naturforschung', 'ihr hoher Gedankenflug']""]","['P', 'B', 'K', 'K', 'K', 'GoldStandard']","33	Die wirklichen Verdienste der älteren Naturphilosophie wurden teils ignoriert, teils übersehen, weil ihr hoher Gedankenflug weit über den Horizont der damaligen empirischen Naturforschung sich erhob und teilweise in phantastischen und luftigen Spekulationen sich verirrte.",da,weitgehend unverändert
3578,382,"Tatsächlich ist unser eigener menschlicher Körper, wie der von höheren Tieren und Pflanzen, ein anderer Zellzustand. Jeden Tag, ja jede Stunde, gehen Tausende seiner Bewohner, die Gewebezellen, zugrunde, um durch eigene ersetzt zu werden. Art, die durch Teilung entstanden sind. Diese ununterbrochene Wanderung unserer Person ist jedoch nie abgeschlossen, und im Allgemeinen gibt es immer ein solides Rückgrat von konservativen Zellen, deren Nachkommen für die weitere Regeneration sorgen.",3,1,0,Metapher,{'Staatsbürgern'},"['die Gewebzellen', nan, 'die Gewebzellen', ""['die Gewebzellen', 'die Gewebzellen']""]","['P', 'B', 'K', 'GoldStandard']","46	Tatsächlich ist also unser eigener menschlicher Körper, ebenso wie der höheren Tiere und Pflanzen, säglich ein anderer „Zellenstaat“: jeden Tag, ja jede Stunde, gehen Tausende von seinen Staatsbürgern, die Gewebzellen, zugrunde, um durch andere, aus ihresgleichen durch Teilung entstandene ersetzt zu werden. Indessen ist diese ununterbrochene „Wanderung“ unserer Person niemals vollständig und allgemein; immer bleibt ein solider Grunstock von konservativen Zellen übrig, deren Nachkommen die weitere Regeneration besorgen.",da,Metapher verloren
3587,391,Aber die Unbeholfenheit der zentralen christlichen Idee gegenüber diesem Postulat durchbricht alle Glieder des dogmatischen Systems.,4,0,0,Metapher,"{'Fugen', 'Sperrigkeit'}","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']",Aber die Sperrigkeit der christlichen Zentralidee gegen dieses Postulat bricht durch alle Fugen des dogmatischen Systems.,da,Wortlaut verändert
3612,416,"Unter den Veteranen, unter den Alten unter den Sozialdemokraten, die von Marx nicht loskommen, wird die häufige Wiederkehr der gleichen festgefahrenen Ideen als Doktrinär bezeichnet – die älteren Nationalliberalen bleiben an der Küste, während die nationalliberalen Jugendlichen auf der Gesellschaft schwimmen -politische Gewässer.",3,1,0,Metapher,"{'Fahrwasser', 'Jugend', 'hinausschwimmt', 'nationalliberale', 'auf', 'sozialpolitisches'}","['sozialpolitisches Fahrwasser hinausschwimmt', nan, 'Gedanken als Doktrinarismus', ""['Gedanken als Doktrinarismus', 'sozialpolitisches Fahrwasser hinausschwimmt']""]","['T', 'P', 'B', 'GoldStandard']","Bei den Veteranen von 1848, bei den Alten unter den Sozialdemokraten die nicht von Marx loskommen können, bezeichnet man die häufige Wiederkehr der selben festsitzenden Gedanken als Doktrinarismus; die älteren Nationalliberalen bleiben am Ufer, während die nationalliberale Jugend auf sozialpolitisches Fahrwasser hinausschwimmt.",da,Metapher verloren
3629,433,"Das Denken fällt ihm schwer, er strengt sich nicht an, und schließlich kommt er an den Punkt, an dem seine Vorstellungskraft seinen Verstand und seine Vernunft überwältigt, seine Leidenschaften seinen Intellekt beherrschen und er deshalb im Kampf ums Dasein gegen die Nationen verliert, was der ist andersherum der Fall.",4,0,0,Metapher,{'überwuchern'},"['Einbildungskraft', 'daß seine Einbildungskraft seinen Verstand und seine Vernunft', 'seinen Verstand und seine Vernunft', ""['daß seine Einbildungskraft seinen Verstand und seine Vernunft', 'seinen Verstand und seine Vernunft', 'Einbildungskraft']""]","['T', 'P', 'B', 'GoldStandard']","Das Denken wird ihm schwer, er strengt seinen Verstand nicht an und er kommt schließlich dahin, daß seine Einbildungskraft seinen Verstand und seine Vernunft überwuchern, daß seine Leidenschaften seinen Intellekt beherrschen, und daß er daher im Kampf ums Dasein den Kürzeren zieht gegen Nationen, bei welchen das Umgekehrte der Fall ist.",da,Metapher verloren
3652,456,"Überall sehen die Epheser ein Spiel gegensätzlicher Kräfte und Eigenschaften, die sich gegenseitig bedingen und fördern, ein Gesetz der Polarität scheint ihm das ganze Geschehen zu umfassen und alle einzelnen Gesetzmäßigkeiten zu umfassen.",3,1,0,Metapher,{'umspannen'},"['Gesetz der Polarität', nan, 'ein Gesetz der Polarität scheint ihm das Gesamtgeschehen', ""['ein Gesetz der Polarität scheint ihm das Gesamtgeschehen', 'Gesetz der Polarität']""]","['T', 'B', 'P', 'GoldStandard']","Dem Blick des Ephesiers enthüllt sich allenthalben ein Spiel gegensätzlicher Kräfte und Eigenschaften, die sich wechselseitig bedingen und fördern; ein Gesetz der Polarität scheint ihm das Gesamtgeschehen zu umspannen und alle einzelnen Gesetzmäßigkeiten zu umfassen.",da,Metapher verloren
3653,457,"Die Romantiker verbanden die Frivolität der Mythen mit der Ernsthaftigkeit des Verdachts, dass sie die missverstandene Schmuggelware in einer frühesten Offenbarung an die Menschheit versteckten, vielleicht der paradiesischen Erinnerung, die sich so schön mit der platonischen Anamnese verwechseln ließ.",3,1,0,Metapher,{'Konterbande'},"[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Dem Unernst der Mythen heftet die Romantik den Ernst der Vermutung an, in ihnen verberge sich die verkannte Konterbande einer frühesten Offenbarung an die Menschheit, vielleicht der paradiesischen Erinnerung, die sich so schön mit der platonischen Anamnesis austauschen ließ.",da,Wortlaut verändert
3660,464,"Denn es ist eine Schwäche des Zeitschicksals, ihm nicht ins ernste Gesicht sehen zu können.",4,1,0,Metapher,"{'sein', 'ernstes', 'in', 'Antlitz', 'blicken'}","['blicken zu können', 'dem schicksal der Zeit', nan, 'schicksal der Zeit', ""['blicken zu können', 'dem schicksal der Zeit', 'schicksal der Zeit']""]","['K', 'P', 'B', 'A', 'GoldStandard']",Denn schwäche ist es: dem schicksal der Zeit nicht in sein ernstes Antlitz blicken zu können.,da,Wortlaut verändert
3676,480,"Der Todestrieb ist konservativ, weil er die Geschichte des Lebens gespeichert hat und in ihm die umfangreichste aller Latenzen, die aus der noch nicht leblosen Natur, dem Schoß der Materie, stammt.",4,0,0,Metapher,"{'Mutterschoß', 'magaziniert'}","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Der Todestrieb ist konservativ, weil er die Geschichte des Lebens und in ihr die weitest gespannte aller Latenzen, die der Herkunft aus dem Nochnicht der unbelebten Natur , dem Mutterschoß der Materie, magaziniert hat.",da,Metapher verloren
3687,491,"Die Amerikaner schlussfolgern, da sie alle Rohstoffe selbst produzieren und da sie auch eine äußerst intelligente Bevölkerung haben, die nicht nur sehr energisch ist, sondern auch sehr schnell wächst, dass es für sie am besten ist, das zu produzieren, was sie brauchen. Indem sie die Engländer belästigen, die Kapitalisten dazu zu bringen, die notwendigen Fabriken zu errichten, umgeben sie sich mit einer hoch aufragenden Mauer aus Schutzzöllen und erreichen damit, was sie wollten und was für die Nation am besten geeignet ist.",3,1,0,Metapher,"{'Mauer', 'einer', 'turmhohen'}","[nan, 'von Schutzzöllen', 'Schutzzöllen', ""['Schutzzöllen', 'von Schutzzöllen']""]","['T', 'P', 'B', 'GoldStandard']","Die Amerikaner folgern, da sie alle Rohmaterialien selbst produzieren, und da sie ferner eine äußerst intelligente Bevölkerung besitzen (welche nicht nur sehr energisch ist, sondern sich auch sehr rasch vergrößert), daß es für sie am bestem ist alles, was sie bedürfen selbst zu fabrizieren (um nicht die Engländer damit zu belästigen); um Kapitalisten zu bewegen, die nötigen Fabriken zu errichten, umgeben sie sich mit einer turmhohen Mauer von Schutzzöllen, und erreichen dadurch, was sie gewollt haben, und was für die Nation am zweckmäßigsten ist.",da,Wortlaut verändert
3696,500,"Die Nachricht von solchen Vorversuchen verbreitete sich, möglicherweise verbunden mit der Nachricht von den Fehlerursachen, von den Erfahrungen der ersten Versuche.",3,1,0,Metapher,"{'fort', 'Kunde', 'pflanzt', 'sich'}","['pflanzt sich fort', 'Die Kunde von solchen tastenden Versuchen', nan, ""['Die Kunde von solchen tastenden Versuchen', 'pflanzt sich fort']""]","['T', 'P', 'B', 'GoldStandard']","Die Kunde von solchen tastenden Versuchen pflanzt sich fort, unter Umständen verbunden mit der Kunde von den Ursachen des Mißlingens, von den Erfahrungen, die bei den ersten Versuchen gemacht worden sind.",da,Metapher verloren
3698,502,"Materie erschafft die Welten mit all den unendlich unterschiedlichen Lebensformen, der Äther ist der Transitweg zwischen den Welten. ein Common ist ein Ort der freien Bewegung für alle, wie das Meer für die Menschen der Erde.",4,1,0,Metapher,"{'Verkehrsplatz', 'die', 'Verkehrsstraße', 'Welten', 'zwischen', 'den'}","[nan, 'Common', 'der Äther ist', nan, ""['der Äther ist', '', 'Common']""]","['T', 'T', 'P', 'B', 'GoldStandard']","Die Materie schafft die Welten mit allen den bis ins Unendliche gehenden verschiedenen Formen des Lebens; der Äther ist die Verkehrsstraße zwischen den Welten. eine »Common«, das ist ein für alle freier Verkehrsplatz, ähnlich wie das Meer für die Völker der Erde.",da,Metapher verloren
3711,515,"Die Worte, die man braucht, sind dann kein Mittel der wissenschaftlichen Analyse, sondern des politischen Appells an die Meinung anderer. sie sind keine Pflugscharen, um den Boden des kontemplativen Denkens zu lockern, sondern Waffen des Krieges gegen den Feind.",7,0,0,Metapher,"{'die', 'schwerter', 'Gegner', 'gegen', 'des', 'sind', 'Gegner:', 'Kampfmittel', 'Erdreiches', 'Lockerung', 'nicht', 'Pflugscharen'}","['Die Worte', 'des kontemplativen Denkens', 'sie', 'Die Worte', 'des kontemplativen Denkens', 'Die Worte', ""['Die Worte', 'des kontemplativen Denkens', 'sie', 'Die Worte', 'des kontemplativen Denkens', 'Die Worte']""]","['K', 'K', 'P', 'P', 'B', 'A', 'GoldStandard']","Die Worte, die man braucht, sind dann nicht Mittel wissenschaftlicher Analyse, sondern politischen Werbens um die stellungnahme der anderen. sie sind nicht Pflugscharen zur Lockerung des Erdreiches des kontemplativen Denkens, sondern schwerter gegen die Gegner: Kampfmittel.",da,weitgehend unverändert
3764,568,"Es ist nur ein Teilchen im Strom der großen Wiederkehr, die das ganze Leben als episodischer Ausnahmezustand der energetischen Entropie durchmacht.",3,1,0,Metapher,"{'der', 'Strom', 'großen', 'Rückkehr'}","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Es ist nur eine Partikel im Strom der großen Rückkehr, die das Leben im ganzen – als der episodische Ausnahmezustand der energetischen Entropie – durchmacht.",da,weitgehend unverändert
3782,586,"Aber wenn die Abstammungstheorie stimmt, dann muss sie eine Erklärung dafür liefern, warum die nahtlosen Übergänge von einer Form zur anderen, die es gegeben haben muss, unseres Wissens weitestgehend fehlen, wie auf der Klaviatur. denen die Mitteltöne fehlen und dass es auch keine Geige gibt, um sie auszudrücken. Ist es die Schuld des Aussterbens der ausgestorbenen Typen gewesen, an der jetzt die Brücken zur Systematik abgebrannt sind?",3,1,0,Metapher,"{'Violine', 'ist', 'keine', 'da'}","[nan, 'um sie zum Ausdruck zu bringen', 'lückenlosen Übergänge', ""['lückenlosen Übergänge', 'um sie zum Ausdruck zu bringen']""]","['B', 'P', 'T', 'GoldStandard']","Hat aber die Abstammungslehre recht, so muß sie irgend eine Erklärung dafür beibringen, woher es kommt, daß die lückenlosen Übergänge von einer Form zur andern, die doch existiert haben müssen für unsere Kenntnis großenteils fehlen; daß, wie auf der Klaviatur, die Zwischentöne fehlen und daß auch keine Violine da ist, um sie zum Ausdruck zu bringen Verschwinden der ausgestorbenen Typen schuld, die sich dort befunden haben müssen, wo jetzt für die Systematik die Brücken abgebrochen sind?",da,Wortlaut verändert
3783,587,"Heutzutage sind die Gefühle junger Menschen wahrscheinlich umgekehrt: Wissenschaftliche Denkstrukturen sind ein unergründliches Reich künstlicher Abstraktionen, die versuchen, das Blut und den Saft des wirklichen Lebens mit ihren schlanken Händen einzufangen, ohne es jemals zu erfassen.",5,1,0,Metapher,"{'ihren', 'Händen', 'Blut', 'saft', 'mit', 'dürren'}","['Die Gedankengebilde der Wissenschaft', 'Die Gedankengebilde der Wissenschaft', 'des wirklichen Lebens', nan, 'des wirklichen Lebens einzufangen', ""['Die Gedankengebilde der Wissenschaft', 'Die Gedankengebilde der Wissenschaft', 'des wirklichen Lebens', 'des wirklichen Lebens einzufangen']""]","['K', 'P', 'P', 'B', 'A', 'GoldStandard']","Heute ist die Empfindung gerade der Jugend wohl eher die umgekehrte: Die Gedankengebilde der Wissenschaft sind ein hinterweltliches Reich von künstlichen Abstraktionen, die mit ihren dürren Händen Blut und saft des wirklichen Lebens einzufangen trachten, ohne es doch je zu erhaschen.",da,weitgehend unverändert
3785,589,"Aber hier im Leben, in dem für Plato das Schattenspiel an den Höhlenwänden, pulsiert die wirkliche Wirklichkeit, die anderen sind davon abgeleitet und leblose Gespenster und sonst nichts.",5,2,0,Metapher,"{'Höhle', 'leblose', 'abgeleitete', 'an', 'Gespenster', 'Wänden', 'den', 'der', 'schattenspiel', 'pulsiert'}","[nan, 'die wirkliche Realität', nan, 'Realität', 'Realität', 'Realität', ""['die wirkliche Realität', 'Realität', 'Realität', 'Realität']""]","['K', 'P', 'B', 'A', 'A', 'A', 'GoldStandard']","Hier im Leben aber, in dem, was für Platon das schattenspiel an den Wänden der Höhle war, pulsiert die wirkliche Realität: das andere sind von ihr abgeleitete und leblose Gespenster und sonst nichts.",da,weitgehend unverändert
3786,590,"Hier schien es zum ersten Mal ein Mittel zu sein, jemanden in einen logischen Schraubstock zu zwingen, damit er nicht herauskam, ohne entweder zuzugeben, dass er nichts wusste oder dass dies und nichts anderes die Wahrheit war, die ewige Wahrheit, die niemals vergehen würde , wie die Taten des Blinden.",5,0,0,Metapher,"{'schraubstock', 'logischen', 'in', 'den', 'setzen'}","['ein Mittel zur Hand, womit man jemanden', 'schraubstock', 'logischen', 'jemanden', ""['ein Mittel zur Hand, womit man jemanden', 'schraubstock', 'logischen', 'jemanden']""]","['K', 'P', 'B', 'A', 'GoldStandard']","Hier zum erstenmal schien ein Mittel zur Hand, womit man jemanden in den logischen schraubstock setzen konnte, so daß er nicht herauskam, ohne zuzugeben: entweder daß er nichts wisse: oder daß dies und nichts anderes die Wahrheit sei, die ewige Wahrheit, die nie vergehen würde, wie das Tun und Treiben der blinden Menschen.",da,weitgehend unverändert
3813,617,"Durch die außerordentliche Publizität selbst kleinster Ereignisse findet sich heute fast jeder Herrscher in einem Lichtermeer wieder, und keine seiner Bewegungen entgeht den Blicken der neugierigen Menge oder der lauernden Zeitungsreporter.",4,0,0,Metapher,"{'von', 'Meere', 'Licht'}","['den Blicken der neugierigen Menge oder der lauernden Zeitungsreporter', 'Herrscher', 'in einem Meere', ""['den Blicken der neugierigen Menge oder der lauernden Zeitungsreporter', 'Herrscher', 'in einem Meere']""]","['B', 'T', 'P', 'GoldStandard']","Infolge der außerordentlichen Publizität, welche heute auch den kleinsten Ereignissen gegeben wird, befindet sich fast jeder Herrscher in einem Meere von Licht, und keine seiner Bewegungen entgeht den Blicken der neugierigen Menge oder der lauernden Zeitungsreporter.",da,Wortlaut verändert
3817,621,"Intentionalität, die Zuordnung von Teilen zum Ganzen, von Eigenschaften zum Objekt, von Dingen zur Welt, mag der abgekühlte Aggregatzustand solcher frühen Bewusstseinsleistungen sein, der durch die Verschränkung von Reiz und Reaktion vollzogen wurde und war zugleich das Ergebnis dieser Auswanderung.",3,1,0,Metapher,"{'der', 'Aggregatzustand', 'abgekühlte', 'abgkühlte'}","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Intentionalität, die Zuordnung von Teilen zum Ganzen, von Eigenschaften zum Gegenstand, von Dingen zur Welt, mag der abgekühlte Aggregatzustand solcher frühen Bewußtseinsleistungen sein, die aus der Verklammerung von Reiz und Reaktion herausgeführt hatten und zugleich das Resultat dieses Exodus waren.",da,weitgehend unverändert
